Gene_ID,uncleaned,cloak,divvier,taper,divvierpf,gene_cloak,gene_divvier,gene_taper,gene_divvierpf,propagate
2795,0.595999731,0.605999731,0.657999731,0.635999731,0.648999731,0.675999731,0.683999731,0.663999731,0.653999731,0.675999731
2796,0.664359698,0.649359698,0.679359698,0.688359698,0.763359698,0.719359698,0.707359698,0.703359698,0.725359698,0.715359698
2797,0.774815041,0.822815041,0.800815041,0.837815041,0.838815041,0.826815041,0.792815041,0.796815041,0.774815041,0.827815041
2798,0.510269766,0.572269766,0.563269766,0.527269766,0.588269766,0.583269766,0.518269766,0.515269766,0.542269766,0.564269766
2799,0.610847148,0.626847148,0.655847148,0.684847148,0.668847148,0.684847148,0.674847148,0.662847148,0.644847148,0.706847148
2800,0.64679591,0.63179591,0.68379591,0.68979591,0.71379591,0.71579591,0.69479591,0.69579591,0.70279591,0.69579591
2801,0.671330952,0.719330952,0.699330952,0.709330952,0.766330952,0.735330952,0.699330952,0.698330952,0.707330952,0.719330952
2802,0.72282625,0.71682625,0.72482625,0.76582625,0.78382625,0.76882625,0.74382625,0.73782625,0.74582625,0.75582625
2803,0.748696488,0.779696488,0.824696488,0.792696488,0.856696488,0.857696488,0.818696488,0.837696488,0.835696488,0.813696488
2804,0.635490062,0.685490062,0.714490062,0.669490062,0.677490062,0.704490062,0.683490062,0.666490062,0.661490062,0.702490062
2805,0.671755264,0.685755264,0.686755264,0.685755264,0.691755264,0.783755264,0.735755264,0.765755264,0.738755264,0.760755264
2806,0.545243051,0.584243051,0.627243051,0.563243051,0.614243051,0.649243051,0.594243051,0.577243051,0.606243051,0.582243051
2807,0.668592935,0.607592935,0.671592935,0.645592935,0.686592935,0.731592935,0.702592935,0.723592935,0.717592935,0.752592935
2808,0.681924687,0.680924687,0.730924687,0.717924687,0.781924687,0.797924687,0.758924687,0.797924687,0.766924687,0.779924687
2809,0.591161694,0.611161694,0.650161694,0.663161694,0.669161694,0.669161694,0.621161694,0.646161694,0.609161694,0.624161694
2810,0.724005633,0.742005633,0.786005633,0.787005633,0.810005633,0.792005633,0.777005633,0.797005633,0.784005633,0.774005633
2811,0.74874966,0.76874966,0.83274966,0.78674966,0.82574966,0.80174966,0.79374966,0.79574966,0.77474966,0.82874966
2812,0.654643997,0.674643997,0.702643997,0.728643997,0.708643997,0.717643997,0.692643997,0.700643997,0.693643997,0.676643997
2813,0.39093886,0.37593886,0.38293886,0.41593886,0.44093886,0.48793886,0.48093886,0.47393886,0.49093886,0.45693886
2814,0.703672115,0.729672115,0.769672115,0.736672115,0.762672115,0.842672115,0.809672115,0.828672115,0.795672115,0.833672115
2815,0.648201938,0.705201938,0.739201938,0.690201938,0.731201938,0.668201938,0.669201938,0.701201938,0.656201938,0.689201938
2816,0.629814437,0.591814437,0.648814437,0.661814437,0.605814437,0.712814437,0.668814437,0.684814437,0.690814437,0.681814437
2817,0.71321512,0.72721512,0.74021512,0.74321512,0.75121512,0.83421512,0.77721512,0.80821512,0.78121512,0.80121512
2818,0.486047133,0.536047133,0.572047133,0.544047133,0.569047133,0.585047133,0.579047133,0.555047133,0.567047133,0.581047133
2819,0.610577161,0.611577161,0.649577161,0.648577161,0.636577161,0.700577161,0.690577161,0.703577161,0.680577161,0.691577161
2820,0.726409152,0.757409152,0.810409152,0.787409152,0.779409152,0.802409152,0.797409152,0.762409152,0.771409152,0.752409152
2821,0.867325824,0.912325824,0.929325824,0.925325824,0.963325824,0.951325824,0.930325824,0.967325824,0.898325824,0.956325824
2822,0.801319978,0.808319978,0.856319978,0.843319978,0.872319978,0.898319978,0.863319978,0.852319978,0.845319978,0.855319978
2823,0.596717523,0.601717523,0.674717523,0.617717523,0.646717523,0.647717523,0.624717523,0.597717523,0.588717523,0.620717523
2824,0.795500612,0.799500612,0.870500612,0.831500612,0.875500612,0.875500612,0.829500612,0.860500612,0.871500612,0.874500612
2825,0.671387216,0.665387216,0.710387216,0.698387216,0.725387216,0.750387216,0.750387216,0.706387216,0.731387216,0.766387216
2826,0.685092583,0.643092583,0.701092583,0.726092583,0.722092583,0.750092583,0.741092583,0.751092583,0.702092583,0.740092583
2827,0.766983381,0.790983381,0.827983381,0.825983381,0.815983381,0.882983381,0.853983381,0.882983381,0.862983381,0.846983381
2828,0.633506783,0.677506783,0.692506783,0.693506783,0.697506783,0.739506783,0.727506783,0.686506783,0.758506783,0.725506783
2829,0.710045253,0.694045253,0.748045253,0.784045253,0.753045253,0.741045253,0.742045253,0.761045253,0.708045253,0.747045253
2830,0.655577697,0.670577697,0.668577697,0.608577697,0.676577697,0.734577697,0.732577697,0.736577697,0.697577697,0.731577697
2831,0.942528262,0.969528262,1.079528262,0.979528262,1.057528262,1.027528262,0.995528262,1.014528262,0.976528262,1.003528262
2832,0.662689346,0.722689346,0.698689346,0.705689346,0.719689346,0.731689346,0.694689346,0.701689346,0.694689346,0.739689346
2833,0.722120735,0.765120735,0.784120735,0.769120735,0.780120735,0.815120735,0.784120735,0.791120735,0.795120735,0.796120735
2834,0.666788611,0.629788611,0.736788611,0.685788611,0.695788611,0.755788611,0.693788611,0.746788611,0.707788611,0.735788611
2835,0.744595263,0.780595263,0.750595263,0.779595263,0.786595263,0.786595263,0.774595263,0.771595263,0.796595263,0.828595263
2836,0.581047421,0.560047421,0.606047421,0.598047421,0.596047421,0.663047421,0.634047421,0.628047421,0.641047421,0.647047421
2837,0.659105883,0.640105883,0.716105883,0.673105883,0.673105883,0.705105883,0.669105883,0.708105883,0.687105883,0.709105883
2838,0.644362436,0.615362436,0.653362436,0.619362436,0.630362436,0.728362436,0.692362436,0.694362436,0.688362436,0.672362436
2839,0.744441607,0.780441607,0.784441607,0.809441607,0.795441607,0.805441607,0.790441607,0.782441607,0.748441607,0.778441607
2840,0.785993668,0.841993668,0.837993668,0.853993668,0.870993668,0.849993668,0.831993668,0.859993668,0.842993668,0.858993668
2841,0.696629354,0.671629354,0.669629354,0.651629354,0.691629354,0.764629354,0.739629354,0.739629354,0.722629354,0.717629354
2842,0.761628551,0.825628551,0.798628551,0.841628551,0.849628551,0.812628551,0.797628551,0.773628551,0.820628551,0.837628551
2843,0.556457816,0.614457816,0.614457816,0.619457816,0.625457816,0.640457816,0.585457816,0.619457816,0.595457816,0.623457816
2844,0.738187845,0.752187845,0.767187845,0.742187845,0.765187845,0.817187845,0.803187845,0.844187845,0.802187845,0.810187845
2845,0.751786966,0.759786966,0.813786966,0.801786966,0.821786966,0.829786966,0.811786966,0.828786966,0.819786966,0.808786966
2846,0.577637661,0.607637661,0.635637661,0.571637661,0.628637661,0.674637661,0.639637661,0.647637661,0.636637661,0.611637661
2847,0.667805147,0.669805147,0.700805147,0.756805147,0.689805147,0.738805147,0.730805147,0.709805147,0.721805147,0.737805147
2848,0.543379609,0.538379609,0.579379609,0.576379609,0.598379609,0.573379609,0.571379609,0.604379609,0.592379609,0.603379609
2849,0.617823243,0.599823243,0.630823243,0.632823243,0.710823243,0.741823243,0.695823243,0.682823243,0.669823243,0.653823243
2850,0.665902211,0.671902211,0.669902211,0.630902211,0.707902211,0.707902211,0.656902211,0.710902211,0.713902211,0.703902211
2851,0.760759433,0.746759433,0.820759433,0.801759433,0.810759433,0.868759433,0.803759433,0.784759433,0.803759433,0.823759433
2852,0.756118041,0.769118041,0.771118041,0.776118041,0.806118041,0.903118041,0.847118041,0.872118041,0.855118041,0.873118041
2853,0.716281419,0.728281419,0.755281419,0.741281419,0.782281419,0.806281419,0.770281419,0.802281419,0.762281419,0.783281419
2854,0.557934221,0.596934221,0.593934221,0.605934221,0.591934221,0.628934221,0.574934221,0.591934221,0.571934221,0.613934221
2855,0.421334221,0.386334221,0.436334221,0.451334221,0.449334221,0.473334221,0.437334221,0.435334221,0.434334221,0.470334221
2856,0.542004827,0.597004827,0.594004827,0.591004827,0.637004827,0.562004827,0.563004827,0.600004827,0.564004827,0.569004827
2857,0.68385135,0.68985135,0.70985135,0.73185135,0.76285135,0.74585135,0.73985135,0.77585135,0.74685135,0.77885135
2858,0.491868445,0.498868445,0.524868445,0.521868445,0.545868445,0.561868445,0.522868445,0.567868445,0.546868445,0.581868445
2859,0.616526,0.573526,0.632526,0.616526,0.632526,0.688526,0.646526,0.685526,0.651526,0.684526
2860,0.706199913,0.731199913,0.795199913,0.774199913,0.754199913,0.792199913,0.767199913,0.799199913,0.755199913,0.821199913
2861,0.715802623,0.717802623,0.740802623,0.701802623,0.779802623,0.755802623,0.740802623,0.737802623,0.721802623,0.733802623
2862,0.605942751,0.600942751,0.634942751,0.672942751,0.624942751,0.661942751,0.660942751,0.674942751,0.654942751,0.652942751
2863,0.81597431,0.89797431,0.85297431,0.89797431,0.86597431,0.89797431,0.84997431,0.89997431,0.90397431,0.92097431
2864,0.654462176,0.673462176,0.726462176,0.723462176,0.707462176,0.743462176,0.698462176,0.741462176,0.718462176,0.739462176
2865,0.557083639,0.569083639,0.564083639,0.601083639,0.557083639,0.611083639,0.611083639,0.643083639,0.571083639,0.589083639
2866,0.804197583,0.873197583,0.875197583,0.816197583,0.910197583,0.863197583,0.842197583,0.862197583,0.851197583,0.841197583
2867,0.636535326,0.619535326,0.623535326,0.660535326,0.679535326,0.698535326,0.682535326,0.714535326,0.702535326,0.688535326
2868,0.702757577,0.677757577,0.752757577,0.728757577,0.760757577,0.775757577,0.730757577,0.753757577,0.753757577,0.730757577
2869,0.700101318,0.716101318,0.750101318,0.723101318,0.767101318,0.743101318,0.715101318,0.741101318,0.725101318,0.744101318
2870,0.701725469,0.723725469,0.833725469,0.720725469,0.806725469,0.799725469,0.768725469,0.766725469,0.774725469,0.759725469
2871,0.606494477,0.582494477,0.658494477,0.630494477,0.646494477,0.685494477,0.680494477,0.693494477,0.663494477,0.697494477
2872,0.719921071,0.756921071,0.754921071,0.802921071,0.788921071,0.753921071,0.714921071,0.767921071,0.742921071,0.764921071
2873,0.596155382,0.626155382,0.615155382,0.630155382,0.668155382,0.680155382,0.684155382,0.630155382,0.632155382,0.662155382
2874,0.873491372,0.881491372,0.922491372,0.885491372,0.905491372,0.932491372,0.950491372,0.936491372,0.923491372,0.901491372
2875,0.713384659,0.710384659,0.779384659,0.765384659,0.787384659,0.850384659,0.823384659,0.855384659,0.809384659,0.856384659
2876,0.5479178,0.5859178,0.5829178,0.5869178,0.6109178,0.6099178,0.6199178,0.6259178,0.6149178,0.6439178
2877,0.405331687,0.447331687,0.441331687,0.408331687,0.439331687,0.546331687,0.498331687,0.516331687,0.482331687,0.493331687
2878,0.430467527,0.454467527,0.452467527,0.476467527,0.472467527,0.525467527,0.500467527,0.487467527,0.458467527,0.467467527
2879,0.682450172,0.697450172,0.745450172,0.718450172,0.757450172,0.790450172,0.780450172,0.773450172,0.764450172,0.755450172
2880,0.567097872,0.626097872,0.634097872,0.660097872,0.653097872,0.677097872,0.633097872,0.684097872,0.649097872,0.648097872
2881,0.438966133,0.448966133,0.482966133,0.467966133,0.499966133,0.532966133,0.524966133,0.484966133,0.486966133,0.501966133
2882,0.741378259,0.709378259,0.747378259,0.768378259,0.742378259,0.855378259,0.812378259,0.810378259,0.824378259,0.827378259
2883,0.813914426,0.779914426,0.786914426,0.872914426,0.857914426,0.885914426,0.831914426,0.856914426,0.827914426,0.826914426
2884,0.759174803,0.755174803,0.812174803,0.783174803,0.812174803,0.803174803,0.810174803,0.828174803,0.820174803,0.808174803
2885,0.743570916,0.683570916,0.726570916,0.764570916,0.736570916,0.842570916,0.822570916,0.801570916,0.826570916,0.810570916
2886,0.729371569,0.788371569,0.791371569,0.780371569,0.814371569,0.782371569,0.770371569,0.749371569,0.749371569,0.790371569
2887,0.643161859,0.638161859,0.670161859,0.678161859,0.683161859,0.735161859,0.714161859,0.739161859,0.697161859,0.715161859
2888,0.64278237,0.67478237,0.69078237,0.72378237,0.71578237,0.72878237,0.70578237,0.74978237,0.71678237,0.72978237
2889,0.641015684,0.720015684,0.732015684,0.731015684,0.723015684,0.715015684,0.688015684,0.735015684,0.717015684,0.689015684
2890,0.651138781,0.665138781,0.665138781,0.640138781,0.703138781,0.786138781,0.736138781,0.780138781,0.724138781,0.741138781
2891,0.611179835,0.629179835,0.622179835,0.662179835,0.625179835,0.690179835,0.693179835,0.699179835,0.658179835,0.690179835
2892,0.638319182,0.629319182,0.739319182,0.679319182,0.681319182,0.716319182,0.719319182,0.709319182,0.696319182,0.725319182
2893,0.709629494,0.716629494,0.735629494,0.716629494,0.779629494,0.808629494,0.810629494,0.806629494,0.783629494,0.804629494
2894,0.742736908,0.766736908,0.828736908,0.808736908,0.823736908,0.804736908,0.783736908,0.819736908,0.779736908,0.788736908
2895,0.573995383,0.537995383,0.583995383,0.554995383,0.596995383,0.605995383,0.575995383,0.606995383,0.606995383,0.613995383
2896,0.563014102,0.586014102,0.561014102,0.577014102,0.591014102,0.630014102,0.623014102,0.655014102,0.607014102,0.622014102
2897,0.561865803,0.610865803,0.680865803,0.638865803,0.680865803,0.666865803,0.650865803,0.633865803,0.655865803,0.612865803
2898,0.730148018,0.744148018,0.771148018,0.751148018,0.741148018,0.818148018,0.799148018,0.793148018,0.786148018,0.808148018
2899,0.625565263,0.729565263,0.681565263,0.653565263,0.678565263,0.710565263,0.659565263,0.715565263,0.664565263,0.687565263
2900,0.911988298,0.958988298,0.921988298,0.915988298,1.011988298,0.957988298,0.982988298,0.987988298,0.959988298,0.997988298
2901,0.718091208,0.796091208,0.798091208,0.801091208,0.776091208,0.793091208,0.734091208,0.757091208,0.736091208,0.778091208
2902,0.65518261,0.64618261,0.73318261,0.72018261,0.69118261,0.73518261,0.73618261,0.73018261,0.72818261,0.72718261
2903,0.686013938,0.705013938,0.748013938,0.758013938,0.737013938,0.768013938,0.735013938,0.727013938,0.721013938,0.728013938
2904,0.574062356,0.612062356,0.590062356,0.520062356,0.598062356,0.648062356,0.618062356,0.661062356,0.621062356,0.643062356
2905,0.70800461,0.69500461,0.72100461,0.73200461,0.74400461,0.78000461,0.78400461,0.79500461,0.76400461,0.76800461
2906,0.595426974,0.691426974,0.703426974,0.698426974,0.689426974,0.669426974,0.630426974,0.668426974,0.645426974,0.660426974
2907,0.856196676,0.917196676,0.893196676,0.926196676,0.881196676,0.965196676,0.925196676,0.917196676,0.922196676,0.935196676
2908,0.801658072,0.795658072,0.835658072,0.811658072,0.846658072,0.935658072,0.855658072,0.895658072,0.871658072,0.891658072
2909,0.577264093,0.584264093,0.588264093,0.619264093,0.606264093,0.631264093,0.609264093,0.656264093,0.627264093,0.613264093
2910,0.637217441,0.626217441,0.662217441,0.666217441,0.687217441,0.676217441,0.673217441,0.658217441,0.656217441,0.692217441
2911,0.774231905,0.753231905,0.794231905,0.770231905,0.795231905,0.831231905,0.828231905,0.825231905,0.815231905,0.858231905
2912,0.571824978,0.562824978,0.614824978,0.596824978,0.624824978,0.629824978,0.608824978,0.609824978,0.623824978,0.601824978
2913,0.795812871,0.832812871,0.841812871,0.879812871,0.875812871,0.861812871,0.863812871,0.877812871,0.848812871,0.860812871
2914,0.666423879,0.648423879,0.721423879,0.655423879,0.667423879,0.753423879,0.737423879,0.748423879,0.727423879,0.766423879
2915,0.924502843,1.029502843,1.062502843,1.007502843,1.019502843,1.021502843,0.992502843,1.039502843,1.033502843,1.035502843
2916,0.517788468,0.516788468,0.541788468,0.526788468,0.573788468,0.622788468,0.592788468,0.624788468,0.595788468,0.607788468
2917,0.499549866,0.534549866,0.484549866,0.594549866,0.569549866,0.579549866,0.518549866,0.576549866,0.528549866,0.552549866
2918,0.702344954,0.702344954,0.732344954,0.708344954,0.765344954,0.798344954,0.764344954,0.789344954,0.748344954,0.770344954
2919,0.617807305,0.665807305,0.712807305,0.712807305,0.702807305,0.709807305,0.675807305,0.683807305,0.712807305,0.699807305
2920,0.488796421,0.501796421,0.483796421,0.509796421,0.459796421,0.507796421,0.521796421,0.556796421,0.543796421,0.554796421
2921,0.676469124,0.683469124,0.745469124,0.655469124,0.760469124,0.763469124,0.750469124,0.805469124,0.762469124,0.764469124
2922,0.947410707,1.004410707,1.031410707,1.049410707,0.979410707,1.015410707,1.022410707,1.047410707,1.037410707,1.028410707
2923,0.629928381,0.652928381,0.694928381,0.669928381,0.703928381,0.730928381,0.689928381,0.706928381,0.687928381,0.738928381
2924,0.665181253,0.687181253,0.640181253,0.650181253,0.693181253,0.722181253,0.720181253,0.694181253,0.728181253,0.703181253
2925,0.649781087,0.663781087,0.735781087,0.705781087,0.694781087,0.749781087,0.757781087,0.754781087,0.703781087,0.752781087
2926,0.791430878,0.853430878,0.888430878,0.864430878,0.884430878,0.906430878,0.854430878,0.861430878,0.861430878,0.911430878
2927,0.715559734,0.780559734,0.771559734,0.804559734,0.775559734,0.770559734,0.764559734,0.774559734,0.743559734,0.742559734
2928,0.561846275,0.587846275,0.602846275,0.597846275,0.569846275,0.647846275,0.632846275,0.638846275,0.621846275,0.617846275
2929,0.601544824,0.644544824,0.638544824,0.652544824,0.668544824,0.717544824,0.703544824,0.713544824,0.675544824,0.750544824
2930,0.526356772,0.568356772,0.552356772,0.595356772,0.595356772,0.615356772,0.598356772,0.581356772,0.602356772,0.628356772
2931,0.618486741,0.640486741,0.745486741,0.700486741,0.705486741,0.726486741,0.719486741,0.716486741,0.711486741,0.738486741
2932,0.600036977,0.660036977,0.630036977,0.630036977,0.640036977,0.662036977,0.630036977,0.643036977,0.609036977,0.625036977
2933,0.502956363,0.494956363,0.499956363,0.520956363,0.560956363,0.594956363,0.566956363,0.598956363,0.571956363,0.563956363
2934,0.610267584,0.656267584,0.619267584,0.683267584,0.692267584,0.665267584,0.660267584,0.671267584,0.633267584,0.671267584
2935,0.632197577,0.661197577,0.674197577,0.651197577,0.712197577,0.770197577,0.723197577,0.722197577,0.721197577,0.712197577
2936,0.676557688,0.753557688,0.789557688,0.765557688,0.788557688,0.742557688,0.731557688,0.780557688,0.751557688,0.725557688
2937,0.594704207,0.545704207,0.525704207,0.570704207,0.582704207,0.664704207,0.665704207,0.654704207,0.650704207,0.640704207
2938,0.766408262,0.802408262,0.822408262,0.830408262,0.845408262,0.881408262,0.845408262,0.796408262,0.784408262,0.844408262
2939,0.535292333,0.530292333,0.577292333,0.585292333,0.650292333,0.632292333,0.561292333,0.580292333,0.573292333,0.593292333
2940,0.473901256,0.493901256,0.542901256,0.499901256,0.509901256,0.580901256,0.526901256,0.559901256,0.514901256,0.553901256
2941,0.557097757,0.603097757,0.630097757,0.600097757,0.637097757,0.620097757,0.597097757,0.611097757,0.577097757,0.629097757
2942,0.514909072,0.568909072,0.550909072,0.575909072,0.571909072,0.624909072,0.619909072,0.605909072,0.615909072,0.613909072
2943,0.48126724,0.48826724,0.50326724,0.49926724,0.53826724,0.52726724,0.51826724,0.53426724,0.49626724,0.50326724
2944,0.750340802,0.827340802,0.833340802,0.801340802,0.857340802,0.824340802,0.787340802,0.828340802,0.818340802,0.805340802
2945,0.566146518,0.673146518,0.704146518,0.668146518,0.717146518,0.650146518,0.625146518,0.660146518,0.630146518,0.660146518
2946,0.600179053,0.560179053,0.598179053,0.569179053,0.599179053,0.644179053,0.648179053,0.624179053,0.640179053,0.666179053
2947,0.738362192,0.737362192,0.766362192,0.713362192,0.743362192,0.801362192,0.776362192,0.789362192,0.762362192,0.797362192
2948,0.737626805,0.835626805,0.764626805,0.786626805,0.790626805,0.788626805,0.755626805,0.791626805,0.744626805,0.763626805
2949,0.697478123,0.708478123,0.694478123,0.757478123,0.680478123,0.755478123,0.714478123,0.709478123,0.739478123,0.738478123
2950,0.774516165,0.782516165,0.786516165,0.793516165,0.837516165,0.861516165,0.857516165,0.861516165,0.853516165,0.855516165
2951,0.744876205,0.742876205,0.821876205,0.766876205,0.804876205,0.844876205,0.803876205,0.808876205,0.784876205,0.798876205
2952,0.617232048,0.682232048,0.701232048,0.671232048,0.714232048,0.655232048,0.636232048,0.643232048,0.645232048,0.661232048
2953,0.779482615,0.767482615,0.798482615,0.803482615,0.780482615,0.900482615,0.842482615,0.866482615,0.862482615,0.877482615
2954,0.656595179,0.642595179,0.675595179,0.681595179,0.680595179,0.743595179,0.682595179,0.733595179,0.693595179,0.707595179
2955,0.551540414,0.589540414,0.596540414,0.583540414,0.584540414,0.625540414,0.607540414,0.614540414,0.595540414,0.665540414
2956,0.681174009,0.722174009,0.761174009,0.704174009,0.781174009,0.748174009,0.699174009,0.734174009,0.708174009,0.754174009
2957,0.661087879,0.678087879,0.678087879,0.702087879,0.732087879,0.765087879,0.733087879,0.747087879,0.737087879,0.759087879
2958,0.679833217,0.667833217,0.731833217,0.711833217,0.733833217,0.793833217,0.741833217,0.738833217,0.739833217,0.735833217
2959,0.6485347,0.6775347,0.6875347,0.6835347,0.7135347,0.7345347,0.6995347,0.6995347,0.7075347,0.7365347
2960,0.607301034,0.600301034,0.593301034,0.616301034,0.627301034,0.716301034,0.634301034,0.623301034,0.646301034,0.677301034
2961,0.569852645,0.539852645,0.577852645,0.584852645,0.583852645,0.693852645,0.611852645,0.662852645,0.648852645,0.655852645
2962,0.565097404,0.622097404,0.643097404,0.612097404,0.641097404,0.638097404,0.621097404,0.646097404,0.623097404,0.612097404
2963,0.522143243,0.554143243,0.619143243,0.558143243,0.547143243,0.580143243,0.559143243,0.557143243,0.559143243,0.563143243
2964,0.73692501,0.76792501,0.76492501,0.72392501,0.74392501,0.79692501,0.78192501,0.78492501,0.78692501,0.79592501
2965,0.608936468,0.597936468,0.613936468,0.580936468,0.642936468,0.718936468,0.682936468,0.714936468,0.662936468,0.696936468
2966,0.657822619,0.680822619,0.720822619,0.682822619,0.736822619,0.681822619,0.703822619,0.725822619,0.699822619,0.710822619
2967,0.527923615,0.548923615,0.550923615,0.536923615,0.560923615,0.637923615,0.580923615,0.616923615,0.580923615,0.561923615
2968,0.585361512,0.550361512,0.610361512,0.551361512,0.606361512,0.654361512,0.632361512,0.659361512,0.621361512,0.604361512
2969,0.659959858,0.700959858,0.731959858,0.684959858,0.750959858,0.728959858,0.705959858,0.695959858,0.684959858,0.708959858
2970,0.621584879,0.635584879,0.661584879,0.662584879,0.611584879,0.670584879,0.684584879,0.695584879,0.678584879,0.692584879
2971,0.578307027,0.587307027,0.557307027,0.589307027,0.586307027,0.652307027,0.624307027,0.629307027,0.604307027,0.624307027
2972,0.58582806,0.64282806,0.66482806,0.65982806,0.66082806,0.63582806,0.61782806,0.61582806,0.58582806,0.58582806
2973,0.860508293,0.870508293,0.883508293,0.937508293,0.913508293,0.960508293,0.940508293,0.912508293,0.895508293,0.910508293
2974,0.660740101,0.658740101,0.763740101,0.752740101,0.752740101,0.697740101,0.709740101,0.683740101,0.693740101,0.754740101
2975,0.428518097,0.465518097,0.513518097,0.461518097,0.497518097,0.492518097,0.463518097,0.484518097,0.444518097,0.512518097
2976,0.838623767,0.877623767,0.926623767,0.935623767,0.924623767,0.929623767,0.915623767,0.924623767,0.924623767,0.892623767
2977,0.645469484,0.654469484,0.681469484,0.667469484,0.697469484,0.685469484,0.656469484,0.669469484,0.643469484,0.688469484
2978,0.482491994,0.492491994,0.517491994,0.492491994,0.486491994,0.559491994,0.483491994,0.571491994,0.515491994,0.526491994
2979,0.682661718,0.733661718,0.801661718,0.736661718,0.754661718,0.727661718,0.716661718,0.712661718,0.727661718,0.718661718
2980,0.523391332,0.580391332,0.585391332,0.524391332,0.588391332,0.645391332,0.590391332,0.591391332,0.557391332,0.610391332
2981,0.564539541,0.597539541,0.595539541,0.596539541,0.589539541,0.593539541,0.629539541,0.597539541,0.566539541,0.614539541
2982,0.659478203,0.707478203,0.674478203,0.630478203,0.694478203,0.725478203,0.719478203,0.696478203,0.703478203,0.715478203
2983,0.528795407,0.619795407,0.595795407,0.519795407,0.609795407,0.622795407,0.627795407,0.631795407,0.592795407,0.609795407
2984,0.688149356,0.734149356,0.772149356,0.718149356,0.759149356,0.790149356,0.788149356,0.807149356,0.757149356,0.787149356
2985,0.555810068,0.585810068,0.606810068,0.540810068,0.546810068,0.617810068,0.589810068,0.571810068,0.618810068,0.610810068
2986,0.821625647,0.816625647,0.839625647,0.865625647,0.937625647,0.868625647,0.881625647,0.869625647,0.838625647,0.876625647
2987,0.682891704,0.676891704,0.715891704,0.706891704,0.681891704,0.769891704,0.730891704,0.734891704,0.728891704,0.712891704
2988,0.778383217,0.827383217,0.894383217,0.868383217,0.861383217,0.834383217,0.842383217,0.865383217,0.808383217,0.847383217
2989,0.470499758,0.527499758,0.542499758,0.593499758,0.547499758,0.578499758,0.582499758,0.584499758,0.551499758,0.570499758
2990,0.755082424,0.760082424,0.779082424,0.796082424,0.814082424,0.801082424,0.807082424,0.816082424,0.790082424,0.789082424
2991,0.629648995,0.636648995,0.672648995,0.670648995,0.655648995,0.677648995,0.648648995,0.661648995,0.614648995,0.670648995
2992,0.804355377,0.822355377,0.885355377,0.785355377,0.867355377,0.869355377,0.848355377,0.866355377,0.853355377,0.852355377
2993,0.777950019,0.788950019,0.814950019,0.817950019,0.860950019,0.831950019,0.839950019,0.864950019,0.822950019,0.826950019
2994,0.508124582,0.523124582,0.584124582,0.526124582,0.572124582,0.571124582,0.585124582,0.591124582,0.551124582,0.546124582
2995,0.68571636,0.73171636,0.68071636,0.73271636,0.78571636,0.76671636,0.70571636,0.72071636,0.72271636,0.75071636
2996,0.720944436,0.767944436,0.775944436,0.779944436,0.794944436,0.823944436,0.771944436,0.775944436,0.767944436,0.798944436
2997,0.533780162,0.500780162,0.474780162,0.526780162,0.532780162,0.631780162,0.627780162,0.626780162,0.610780162,0.668780162
2998,0.554170426,0.575170426,0.576170426,0.591170426,0.613170426,0.677170426,0.636170426,0.634170426,0.611170426,0.611170426
2999,0.668745254,0.649745254,0.726745254,0.715745254,0.707745254,0.702745254,0.669745254,0.737745254,0.715745254,0.721745254
3000,0.616311024,0.622311024,0.609311024,0.656311024,0.657311024,0.704311024,0.659311024,0.662311024,0.685311024,0.645311024
3001,0.715791488,0.787791488,0.833791488,0.787791488,0.826791488,0.812791488,0.782791488,0.839791488,0.764791488,0.790791488
3002,0.582196412,0.669196412,0.622196412,0.635196412,0.665196412,0.662196412,0.657196412,0.629196412,0.610196412,0.649196412
3003,0.524436732,0.501436732,0.518436732,0.527436732,0.536436732,0.645436732,0.606436732,0.599436732,0.575436732,0.587436732
3004,0.789735906,0.853735906,0.836735906,0.836735906,0.886735906,0.851735906,0.804735906,0.862735906,0.836735906,0.856735906
3005,0.692032565,0.731032565,0.762032565,0.728032565,0.773032565,0.792032565,0.762032565,0.745032565,0.768032565,0.769032565
3006,0.706760914,0.749760914,0.757760914,0.709760914,0.735760914,0.791760914,0.768760914,0.767760914,0.766760914,0.789760914
3007,0.593043522,0.571043522,0.607043522,0.620043522,0.636043522,0.627043522,0.612043522,0.646043522,0.628043522,0.613043522
3008,0.903551619,0.904551619,0.919551619,0.924551619,0.946551619,0.979551619,1.011551619,1.030551619,0.998551619,0.991551619
3009,0.759226366,0.830226366,0.851226366,0.883226366,0.849226366,0.844226366,0.827226366,0.840226366,0.810226366,0.825226366
3010,0.843470352,0.888470352,0.938470352,0.931470352,0.939470352,0.922470352,0.920470352,0.918470352,0.888470352,0.928470352
3011,0.834992288,0.883992288,0.873992288,0.898992288,0.922992288,0.907992288,0.903992288,0.956992288,0.904992288,0.931992288
3012,0.653805954,0.690805954,0.707805954,0.714805954,0.710805954,0.758805954,0.696805954,0.735805954,0.730805954,0.742805954
3013,0.593937963,0.556937963,0.607937963,0.590937963,0.598937963,0.662937963,0.625937963,0.660937963,0.641937963,0.627937963
3014,0.538475453,0.571475453,0.605475453,0.583475453,0.626475453,0.618475453,0.596475453,0.589475453,0.586475453,0.624475453
3015,0.520733339,0.569733339,0.585733339,0.563733339,0.573733339,0.558733339,0.533733339,0.538733339,0.528733339,0.525733339
